YLW_47	246.9096387	-24.61638827
DoAr_33	246.9125190	-23.97198380
HBC_266	247.1886026	-24.47204989
DoAr_24E	246.5973395	-24.35000111
WSB_60	247.0687700	-24.61624202
DoAr_44	247.8894029	-24.46042939
IRS_51	246.9146134	-24.72072003
GSS_26	246.5430417	-24.34855556
DoAr_25	246.5986747	-24.72064099
AS_209	252.3137308	-14.36917273
AS_205	242.8806360	-18.64061286
